sale_date,sale_price,sale_nbr,lat,lng,sqft,sqft_lot,year_built,year_reno,beds,baths,address,city,zipcode,property_type,h3_07,community
2025-10-09,1100000.0,"2800-W-Elmore-Pl,-Seattle,-WA-98199",47.657264,-122.392971,1050.0,4375.0,1947.0,,3.0,1.5,"2800 W Elmore Pl, Seattle, WA 98199",Seattle,98199,Single Family,8728d5474ffffff,9
2025-10-09,500000.0,"4113-Sw-Ida-St,-Seattle,-WA-98136",47.534146,-122.385276,550.0,5100.0,1941.0,,1.0,1.0,"4113 Sw Ida St, Seattle, WA 98136",Seattle,98136,Single Family,8728d5570ffffff,9
2025-10-09,830000.0,"9338-Forest-Ct-SW,-Seattle,-WA-98136",47.518688,-122.385246,1920.0,10730.0,1952.0,,5.0,2.0,"9338 Forest Ct SW, Seattle, WA 98136",Seattle,98136,Single Family,8728d5574ffffff,9
2025-10-09,1200000.0,"2737-59th-Ave-SW,-Seattle,-WA-98116",47.578832,-122.408429,870.0,4440.0,1918.0,,2.0,1.0,"2737 59th Ave SW, Seattle, WA 98116",Seattle,98116,Single Family,8728d5542ffffff,9
2025-10-09,879950.0,"5136-S-Frontenac-St,-Seattle,-WA-98118",47.540154,-122.268262,1500.0,5000.0,1917.0,,3.0,2.0,"5136 S Frontenac St, Seattle, WA 98118",Seattle,98118,Single Family,8728d550effffff,9
2025-10-09,2395000.0,"3016-37th-Ave-W,-Seattle,-WA-98199",47.647312,-122.404357,3680.0,5670.0,2000.0,,4.0,3.5,"3016 37th Ave W, Seattle, WA 98199",Seattle,98199,Single Family,8728d5474ffffff,9
2025-10-10,1357000.0,"8056-28th-Ave-NW,-Seattle,-WA-98117",47.68846,-122.39271,1700.0,3920.0,1957.0,,3.0,1.5,"8056 28th Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-10,1388000.0,"2230-137th-Pl-SE,-Bellevue,-WA-98005",47.590598,-122.15562,2290.0,9296.0,1968.0,,3.0,3.0,"2230 137th Pl SE, Bellevue, WA 98005",Bellevue,98005,Single Family,8728d55a9ffffff,7
2025-10-10,690000.0,"8113-S-121st-St,-Seattle,-WA-98178",47.494545,-122.231112,2580.0,10500.0,1979.0,,3.0,2.0,"8113 S 121st St, Seattle, WA 98178",Seattle,98178,Single Family,8728d5504ffffff,38
2025-10-10,680000.0,"4525-10th-Ave-S,-Seattle,-WA-98108",47.562864,-122.320029,1960.0,4018.0,1950.0,,2.0,2.0,"4525 10th Ave S, Seattle, WA 98108",Seattle,98108,Single Family,8728d5509ffffff,38
2025-10-10,805000.0,"1552-N-128th-St,-Seattle,-WA-98133",47.722496,-122.337219,1370.0,10313.0,1955.0,,3.0,1.0,"1552 N 128th St, Seattle, WA 98133",Seattle,98133,Single Family,8728d5456ffffff,9
2025-10-10,980000.0,"3736-Southcenter-Blvd,-Tukwila,-WA-98188",47.465362,-122.284898,1960.0,15375.0,1946.0,,3.0,2.0,"3736 Southcenter Blvd, Tukwila, WA 98188",Tukwila,98188,Single Family,8728d5521ffffff,38
2025-10-10,2380000.0,"8505-Ne-27th-Pl,-Clyde-Hill,-WA-98004",47.634904,-122.22498,2260.0,19552.0,1968.0,,3.0,2.0,"8505 Ne 27th Pl, Clyde Hill, WA 98004",Clyde Hill,98004,Single Family,8728d5406ffffff,15
2025-10-10,1150500.0,"11136-108th-Ave-NE,-Kirkland,-WA-98033",47.700115,-122.197438,990.0,3489.0,1908.0,,2.0,1.0,"11136 108th Ave NE, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d541effffff,59
2025-10-10,1180000.0,"16205-Se-7th-St,-Bellevue,-WA-98008",47.603525,-122.125279,1810.0,7300.0,1956.0,,3.0,1.5,"16205 Se 7th St, Bellevue, WA 98008",Bellevue,98008,Single Family,8728d55abffffff,59
2025-10-10,800000.0,"7318-39th-Ave-SW,-Seattle,-WA-98136",47.536208,-122.381619,1610.0,10148.0,1912.0,,2.0,1.5,"7318 39th Ave SW, Seattle, WA 98136",Seattle,98136,Single Family,8728d5570ffffff,9
2025-10-10,750000.0,"8139-14th-Ave-SW,-Seattle,-WA-98106",47.528961,-122.353004,2090.0,8480.0,1962.0,,4.0,1.5,"8139 14th Ave SW, Seattle, WA 98106",Seattle,98106,Single Family,8728d5576ffffff,38
2025-10-10,915000.0,"11988-Marine-View-Dr-SW,-Seattle,-WA-98146",47.495664,-122.369241,1800.0,6900.0,1953.0,,3.0,1.0,"11988 Marine View Dr SW, Seattle, WA 98146",Seattle,98146,Single Family,8728d5cdaffffff,30
2025-10-10,2000000.0,"3039-Nw-71st-St,-Seattle,-WA-98117",47.679994,-122.397432,2770.0,4500.0,2003.0,,4.0,2.5,"3039 Nw 71st St, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-10,825000.0,"322-Nw-47th-St,-Unit-C,-Seattle,-WA-98107",47.663097,-122.361824,1307.0,620.0,2025.0,,2.0,2.5,"322 Nw 47th St, Unit C, Seattle, WA 98107",Seattle,98107,Townhouse,8728d5476ffffff,9
2025-10-10,3240000.0,"14146-Se-83rd-St,-Newcastle,-WA-98059",47.528834,-122.151472,5110.0,12406.0,2018.0,,5.0,3.5,"14146 Se 83rd St, Newcastle, WA 98059",Newcastle,98059,Single Family,8728d5510ffffff,7
2025-10-14,660000.0,"7749-17th-Ave-SW,-Seattle,-WA-98106",47.532234,-122.356784,920.0,5160.0,1916.0,,3.0,1.0,"7749 17th Ave SW, Seattle, WA 98106",Seattle,98106,Single Family,8728d5572ffffff,38
2025-10-14,1275000.0,"7504-134th-Ave-SE,-Newcastle,-WA-98059",47.53511,-122.16023,1790.0,9543.0,1985.0,,3.0,2.0,"7504 134th Ave SE, Newcastle, WA 98059",Newcastle,98059,Single Family,8728d5510ffffff,7
2025-10-14,1950000.0,"11006-Se-31st-St,-Bellevue,-WA-98004",47.58283,-122.193584,1880.0,9981.0,1954.0,,3.0,1.5,"11006 Se 31st St, Bellevue, WA 98004",Bellevue,98004,Single Family,8728d551affffff,7
2025-10-14,537000.0,"11644-100th-Ave-NE,-Apt-308,-Kirkland,-WA-98034",47.704999,-122.207216,1135.0,110149.0,1978.0,,2.0,2.0,"11644 100th Ave NE, Apt 308, Kirkland, WA 98034",Kirkland,98034,Single Family,8728d541effffff,59
2025-10-14,960000.0,"7713-36th-Ave-NE,-Seattle,-WA-98115",47.685284,-122.28983,1000.0,5000.0,1946.0,,2.0,1.0,"7713 36th Ave NE, Seattle, WA 98115",Seattle,98115,Single Family,8728d540effffff,59
2025-10-14,899950.0,"1207-N-Allen-Pl,-Seattle,-WA-98103",47.66046,-122.343458,790.0,3600.0,1916.0,,1.0,1.0,"1207 N Allen Pl, Seattle, WA 98103",Seattle,98103,Single Family,8728d542bffffff,9
2025-10-14,637500.0,"8536-Interlake-Ave-N,-Seattle,-WA-98103",47.69163,-122.339908,1350.0,5125.0,1955.0,,2.0,1.5,"8536 Interlake Ave N, Seattle, WA 98103",Seattle,98103,Single Family,8728d5409ffffff,9
2025-10-14,1825000.0,"2119-Bonair-Dr-SW,-Seattle,-WA-98116",47.585039,-122.39814,2090.0,1438.0,2008.0,,3.0,2.5,"2119 Bonair Dr SW, Seattle, WA 98116",Seattle,98116,Single Family,8728d5551ffffff,9
2025-10-14,1160000.0,"11849-Ne-105th-Ln,-Kirkland,-WA-98033",47.693328,-122.182214,1420.0,6075.0,1987.0,,3.0,1.5,"11849 Ne 105th Ln, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d5413ffffff,59
2025-10-14,1775000.0,"11722-Ne-112th-St,-Kirkland,-WA-98033",47.70138,-122.183895,2560.0,8576.0,2012.0,,4.0,2.5,"11722 Ne 112th St, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d54adffffff,59
2025-10-14,2905000.0,"11618-Ne-111th-St,-Kirkland,-WA-98033",47.699691,-122.185849,1250.0,9702.0,1961.0,,3.0,1.0,"11618 Ne 111th St, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d541effffff,59
2025-10-14,912000.0,"3236-W-Government-Way,-Seattle,-WA-98199",47.660118,-122.399662,1550.0,1080.0,2017.0,,3.0,1.5,"3236 W Government Way, Seattle, WA 98199",Seattle,98199,Single Family,8728d5470ffffff,9
2025-10-14,1320000.0,"9544-3rd-Ave-NW,-Seattle,-WA-98117",47.699098,-122.360346,2260.0,5900.0,2015.0,,4.0,3.0,"9544 3rd Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5454ffffff,9
2025-10-14,1235000.0,"12705-2nd-Ave-NW,-Seattle,-WA-98177",47.721602,-122.360007,2280.0,8160.0,1949.0,,4.0,1.5,"12705 2nd Ave NW, Seattle, WA 98177",Seattle,98177,Single Family,8728d5450ffffff,59
2025-10-14,665000.0,"3732-Southcenter-Blvd,-Tukwila,-WA-98188",47.465362,-122.285277,1750.0,1284.0,2016.0,,4.0,3.5,"3732 Southcenter Blvd, Tukwila, WA 98188",Tukwila,98188,Single Family,8728d5521ffffff,38
2025-10-14,1305000.0,"6907-96th-Ave-SE,-Mercer-Island,-WA-98040",47.540471,-122.211712,2370.0,11326.0,1976.0,,4.0,1.0,"6907 96th Ave SE, Mercer Island, WA 98040",Mercer Island,98040,Single Family,8728d551cffffff,29
2025-10-15,1667500.0,"2767-59th-Ave-SW,-Seattle,-WA-98116",47.578038,-122.408449,1760.0,4678.0,1914.0,,4.0,2.0,"2767 59th Ave SW, Seattle, WA 98116",Seattle,98116,Single Family,8728d5542ffffff,9
2025-10-15,617500.0,"11424-69th-Pl-S,-Seattle,-WA-98178",47.501334,-122.247477,1620.0,6600.0,1945.0,,3.0,1.5,"11424 69th Pl S, Seattle, WA 98178",Seattle,98178,Single Family,8728d5500ffffff,38
2025-10-15,1170000.0,"1433-30th-Ave,-Seattle,-WA-98122",47.613963,-122.293914,2100.0,2200.0,1919.0,,3.0,2.5,"1433 30th Ave, Seattle, WA 98122",Seattle,98122,Single Family,8728d5421ffffff,9
2025-10-15,749888.0,"972-N-Allen-Pl,-Seattle,-WA-98103",47.660716,-122.345838,1010.0,656.0,2022.0,,2.0,1.5,"972 N Allen Pl, Seattle, WA 98103",Seattle,98103,Single Family,8728d542bffffff,9
2025-10-15,1000000.0,"2518-36th-Ave-W,-Seattle,-WA-98199",47.642203,-122.403607,1700.0,5807.0,1947.0,,3.0,1.0,"2518 36th Ave W, Seattle, WA 98199",Seattle,98199,Single Family,8728d555bffffff,59
2025-10-15,995000.0,"8318-Ne-122nd-Pl,-Kirkland,-WA-98034",47.710867,-122.230253,2000.0,8165.0,1976.0,,3.0,1.5,"8318 Ne 122nd Pl, Kirkland, WA 98034",Kirkland,98034,Single Family,8728d5418ffffff,59
2025-10-15,900000.0,"106-Nw-60th-St,-Seattle,-WA-98107",47.672563,-122.357866,1660.0,4000.0,1910.0,,4.0,1.5,"106 Nw 60th St, Seattle, WA 98107",Seattle,98107,Single Family,8728d5476ffffff,9
2025-10-15,883000.0,"2305-S-Graham-St,-Seattle,-WA-98108",47.546065,-122.304175,2220.0,5000.0,2003.0,,5.0,3.0,"2305 S Graham St, Seattle, WA 98108",Seattle,98108,Single Family,8728d5508ffffff,38
2025-10-15,1354000.0,"6218-113th-Pl-SE,-Bellevue,-WA-98006",47.546832,-122.188315,2440.0,9135.0,1986.0,,4.0,2.5,"6218 113th Pl SE, Bellevue, WA 98006",Bellevue,98006,Single Family,8728d551effffff,7
2025-10-15,725000.0,"14528-35th-Ave-NE,-Lake-Forest-Park,-WA-98155",47.733938,-122.291058,1710.0,1020.0,2018.0,,3.0,3.0,"14528 35th Ave NE, Lake Forest Park, WA 98155",Lake Forest Park,98155,Single Family,8728d54e0ffffff,59
2025-10-15,1863000.0,"12442-Ne-6th-Pl,-Bellevue,-WA-98005",47.616212,-122.17298,2910.0,10960.0,1956.0,,4.0,3.0,"12442 Ne 6th Pl, Bellevue, WA 98005",Bellevue,98005,Single Family,8728d5436ffffff,7
2025-10-16,879950.0,"7346-22nd-Ave-NW,-Seattle,-WA-98117",47.6827,-122.383977,920.0,5100.0,1910.0,,2.0,1.0,"7346 22nd Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-16,749950.0,"2349-Ne-127th-St,-Seattle,-WA-98125",47.720844,-122.302551,2500.0,3698.0,2025.0,,4.0,3.0,"2349 Ne 127th St, Seattle, WA 98125",Seattle,98125,Single Family,8728d54e5ffffff,9
2025-10-16,1788000.0,"12115-Se-22nd-St,-Bellevue,-WA-98005",47.590485,-122.176969,2350.0,18800.0,1959.0,,4.0,1.5,"12115 Se 22nd St, Bellevue, WA 98005",Bellevue,98005,Single Family,8728d55a9ffffff,7
2025-10-16,570000.0,"13753-Ashworth-Ave-N,-Seattle,-WA-98133",47.730155,-122.340032,660.0,7560.0,1945.0,,2.0,1.0,"13753 Ashworth Ave N, Seattle, WA 98133",Seattle,98133,Single Family,8728d5452ffffff,59
2025-10-16,1185000.0,"7015-26th-Ave-NE,-Seattle,-WA-98115",47.679911,-122.299909,2370.0,6000.0,1959.0,,4.0,2.0,"7015 26th Ave NE, Seattle, WA 98115",Seattle,98115,Single Family,8728d5408ffffff,9
2025-10-16,1350000.0,"6533-52nd-Ave-S,-Seattle,-WA-98118",47.543265,-122.267488,2160.0,9600.0,1952.0,,4.0,1.5,"6533 52nd Ave S, Seattle, WA 98118",Seattle,98118,Single Family,8728d550effffff,9
2025-10-16,1245000.0,"1615-N-41st-St,-Seattle,-WA-98103",47.656637,-122.337933,2310.0,4050.0,1921.0,,5.0,1.5,"1615 N 41st St, Seattle, WA 98103",Seattle,98103,Single Family,8728d542bffffff,9
2025-10-16,1635000.0,"117-N-40th-St,-Seattle,-WA-98103",47.655363,-122.356344,1520.0,5500.0,1978.0,,3.0,2.0,"117 N 40th St, Seattle, WA 98103",Seattle,98103,Single Family,8728d5476ffffff,9
2025-10-16,970000.0,"2111-E-Pine-St,-Seattle,-WA-98122",47.61513,-122.304331,1500.0,1985.0,1995.0,,3.0,1.5,"2111 E Pine St, Seattle, WA 98122",Seattle,98122,Single Family,8728d5421ffffff,9
2025-10-16,3150000.0,"2526-35th-Ave-W,-Seattle,-WA-98199",47.642065,-122.40198,4280.0,6000.0,2024.0,,6.0,3.5,"2526 35th Ave W, Seattle, WA 98199",Seattle,98199,Single Family,8728d555bffffff,59
2025-10-16,3050000.0,"3385-126th-Ave-NE,-Bellevue,-WA-98005",47.640496,-122.172041,4220.0,14992.0,1989.0,,5.0,3.0,"3385 126th Ave NE, Bellevue, WA 98005",Bellevue,98005,Single Family,8728d5414ffffff,29
2025-10-16,880000.0,"3010-32nd-Ave-W,-Seattle,-WA-98199",47.647282,-122.397873,1330.0,6200.0,1947.0,,3.0,1.0,"3010 32nd Ave W, Seattle, WA 98199",Seattle,98199,Single Family,8728d5474ffffff,9
2025-10-16,875000.0,"11503-Bartlett-Ave-NE,-Seattle,-WA-98125",47.712263,-122.283447,2120.0,5397.0,1985.0,,4.0,1.0,"11503 Bartlett Ave NE, Seattle, WA 98125",Seattle,98125,Single Family,8728d54e4ffffff,9
2025-10-16,517000.0,"8150-13th-Ave-SW,-Seattle,-WA-98106",47.528682,-122.351449,550.0,4001.0,1943.0,,2.0,1.0,"8150 13th Ave SW, Seattle, WA 98106",Seattle,98106,Single Family,8728d5576ffffff,38
2025-10-16,1725000.0,"4740-Lakehurst-Ln,-Bellevue,-WA-98006",47.559651,-122.190044,2790.0,,,,4.0,3.0,"4740 Lakehurst Ln, Bellevue, WA 98006",Bellevue,98006,Single Family,8728d551effffff,7
2025-10-16,749950.0,"2349B-Ne-127th-St,-Seattle,-WA-98125",47.720842,-122.302552,1100.0,2500.0,2025.0,,3.0,2.5,"2349B Ne 127th St, Seattle, WA 98125",Seattle,98125,Townhouse,8728d54e5ffffff,9
2025-10-16,1320000.0,"405-13th-Ave,-Kirkland,-WA-98033",47.685442,-122.199961,1530.0,7000.0,1967.0,,3.0,1.5,"405 13th Ave, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d5411ffffff,8
2025-10-17,2850000.0,"16648-Ne-12th-St,-Bellevue,-WA-98008",47.620367,-122.118698,1500.0,7300.0,1959.0,,3.0,2.0,"16648 Ne 12th St, Bellevue, WA 98008",Bellevue,98008,Single Family,8728d558cffffff,59
2025-10-17,997000.0,"8717-Ne-137th-Pl,-Kirkland,-WA-98034",47.723444,-122.224549,1300.0,10272.0,1966.0,,3.0,1.5,"8717 Ne 137th Pl, Kirkland, WA 98034",Kirkland,98034,Single Family,8728d541bffffff,59
2025-10-17,1800000.0,"12514-Se-16th-St,-Bellevue,-WA-98005",47.597366,-122.172978,2230.0,11205.0,1961.0,,4.0,2.5,"12514 Se 16th St, Bellevue, WA 98005",Bellevue,98005,Single Family,8728d55a9ffffff,7
2025-10-17,860000.0,"14330-24th-Pl-NE,-Seattle,-WA-98125",47.73314,-122.302357,1090.0,9151.0,1944.0,,2.0,1.0,"14330 24th Pl NE, Seattle, WA 98125",Seattle,98125,Single Family,8728d54e5ffffff,9
2025-10-17,1820000.0,"4224-Sw-Donovan-St,-Seattle,-WA-98136",47.525643,-122.385672,3040.0,7800.0,1968.0,,5.0,2.0,"4224 Sw Donovan St, Seattle, WA 98136",Seattle,98136,Single Family,8728d5570ffffff,9
2025-10-17,825000.0,"8325-26th-Ave-NW,-Seattle,-WA-98117",47.689796,-122.390087,1150.0,3960.0,1947.0,,2.0,1.0,"8325 26th Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-17,750000.0,"4623-S-Holly-St,-Seattle,-WA-98118",47.5422,-122.274379,1940.0,9315.0,1903.0,,5.0,1.5,"4623 S Holly St, Seattle, WA 98118",Seattle,98118,Single Family,8728d550effffff,9
2025-10-17,1345000.0,"8751-29th-Ave-NW,-Seattle,-WA-98117",47.693331,-122.39457,2430.0,7057.0,1964.0,,4.0,2.0,"8751 29th Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-17,2050000.0,"8534-30th-Ave-NW,-Seattle,-WA-98117",47.691568,-122.39531,3490.0,8065.0,2010.0,,4.0,2.5,"8534 30th Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-17,3500000.0,"116-12th-Ave,-Kirkland,-WA-98033",47.684877,-122.207731,3030.0,5996.0,2013.0,,4.0,2.5,"116 12th Ave, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d5411ffffff,8
2025-10-17,1950000.0,"6837-S-116th-Pl,-Seattle,-WA-98178",47.498293,-122.247854,1710.0,32768.0,1959.0,,4.0,1.5,"6837 S 116th Pl, Seattle, WA 98178",Seattle,98178,Single Family,8728d5504ffffff,38
2025-10-17,850000.0,"2518-31st-Ave-S,-Seattle,-WA-98144",47.58038,-122.292641,2130.0,5000.0,1919.0,,4.0,1.5,"2518 31st Ave S, Seattle, WA 98144",Seattle,98144,Single Family,8728d5425ffffff,9
2025-10-17,1616000.0,"9715-6th-Ave-NW,-Seattle,-WA-98117",47.700171,-122.363854,2450.0,5768.0,2015.0,,3.0,2.5,"9715 6th Ave NW, Seattle, WA 98117",Seattle,98117,Single Family,8728d5454ffffff,9
2025-10-17,825000.0,"3609-Sw-Holden-St,-Seattle,-WA-98126",47.533169,-122.378476,2180.0,7627.0,1965.0,,3.0,2.0,"3609 Sw Holden St, Seattle, WA 98126",Seattle,98126,Single Family,8728d5570ffffff,9
2025-10-17,4200000.0,"13222-Ne-70th-St,-Kirkland,-WA-98033",47.668297,-122.162956,1430.0,12096.0,1956.0,,3.0,1.0,"13222 Ne 70th St, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d5410ffffff,59
2025-10-17,1941618.0,"11609-Ne-111th-St,-Kirkland,-WA-98033",47.699305,-122.186052,2770.0,8569.0,2006.0,,4.0,2.5,"11609 Ne 111th St, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d541effffff,59
2025-10-17,632450.0,"2339-16th-Ave-S-Unit-A,-Seattle,-WA-98144",47.581733,-122.312474,1180.0,1139.0,2025.0,,2.0,1.0,"2339 16th Ave S Unit A, Seattle, WA 98144",Seattle,98144,Townhouse,8728d5425ffffff,9
2025-10-17,4298000.0,"9889-Ne-South-Beach-Dr,-Bainbridge-Island,-WA-98110",47.573955,-122.519883,3480.0,16988.0,2003.0,,4.0,3.5,"9889 Ne South Beach Dr, Bainbridge Island, WA 98110",Bainbridge Island,98110,Single Family,8728d556bffffff,-1
2025-10-20,1333000.0,"15931-Se-1st-St,-Bellevue,-WA-98008",47.608812,-122.12695,2990.0,7920.0,1961.0,,5.0,2.0,"15931 Se 1st St, Bellevue, WA 98008",Bellevue,98008,Single Family,8728d558cffffff,59
2025-10-20,665000.0,"10062-61st-Ave-S,-Seattle,-WA-98178",47.509838,-122.256753,1370.0,6102.0,1944.0,,3.0,1.5,"10062 61st Ave S, Seattle, WA 98178",Seattle,98178,Single Family,8728d5500ffffff,38
2025-10-20,540000.0,"3932-14th-Ave-S,-Seattle,-WA-98108",47.567997,-122.314489,1240.0,1338.0,1948.0,,3.0,2.0,"3932 14th Ave S, Seattle, WA 98108",Seattle,98108,Single Family,8728d550bffffff,38
2025-10-20,550000.0,"9046-9th-Ave-SW,-Seattle,-WA-98106",47.521464,-122.346512,740.0,6600.0,1918.0,,2.0,1.0,"9046 9th Ave SW, Seattle, WA 98106",Seattle,98106,Single Family,8728d5576ffffff,38
2025-10-20,975000.0,"8628-22nd-Ave-SW,-Seattle,-WA-98106",47.525696,-122.3614,2150.0,7662.0,2013.0,,4.0,3.0,"8628 22nd Ave SW, Seattle, WA 98106",Seattle,98106,Single Family,8728d5576ffffff,38
2025-10-20,755000.0,"7520-31st-Ave-NE,-Seattle,-WA-98115",47.683674,-122.29447,1280.0,6120.0,1942.0,,3.0,2.0,"7520 31st Ave NE, Seattle, WA 98115",Seattle,98115,Single Family,8728d540effffff,59
2025-10-20,1750000.0,"3309-Nw-70th-St,-Seattle,-WA-98117",47.679197,-122.400179,2810.0,5000.0,1941.0,,5.0,2.0,"3309 Nw 70th St, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-20,2042000.0,"13649-Main-St,-Bellevue,-WA-98005",47.609755,-122.156523,2738.0,20038.0,1952.0,,3.0,2.0,"13649 Main St, Bellevue, WA 98005",Bellevue,98005,Single Family,8728d5436ffffff,7
2025-10-21,2850000.0,"1039-165th-Pl-NE,-Bellevue,-WA-98008",47.619738,-122.120123,940.0,7979.0,1959.0,,3.0,1.0,"1039 165th Pl NE, Bellevue, WA 98008",Bellevue,98008,Single Family,8728d558cffffff,59
2025-10-21,1300000.0,"12709-Ne-80th-Ln,-Kirkland,-WA-98033",47.675856,-122.170775,1400.0,12000.0,1975.0,,3.0,2.0,"12709 Ne 80th Ln, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d5410ffffff,59
2025-10-21,1150000.0,"7016-34th-Ave-NE,-Seattle,-WA-98115",47.679945,-122.291141,1330.0,3800.0,1947.0,,3.0,1.5,"7016 34th Ave NE, Seattle, WA 98115",Seattle,98115,Single Family,8728d540effffff,59
2025-10-21,1280000.0,"5746-37th-Ave-NE,-Seattle,-WA-98105",47.671689,-122.287661,1890.0,4013.0,1929.0,,3.0,2.5,"5746 37th Ave NE, Seattle, WA 98105",Seattle,98105,Single Family,8728d540effffff,59
2025-10-21,1540336.0,"5906-112th-Pl-NE,-Kirkland,-WA-98033",47.660439,-122.189756,2220.0,8602.0,1976.0,,3.0,1.5,"5906 112th Pl NE, Kirkland, WA 98033",Kirkland,98033,Single Family,8728d5415ffffff,7
2025-10-21,435000.0,"8811-2nd-Ave-S,-Seattle,-WA-98108",47.524195,-122.332129,1490.0,2550.0,2002.0,,3.0,2.5,"8811 2nd Ave S, Seattle, WA 98108",Seattle,98108,Single Family,8728d550dffffff,38
2025-10-21,3875000.0,"4223-W-Semple-St,-Seattle,-WA-98199",47.670903,-122.411454,3010.0,40223.0,1952.0,,4.0,2.0,"4223 W Semple St, Seattle, WA 98199",Seattle,98199,Single Family,8728d5471ffffff,59
2025-10-21,635000.0,"14314-27th-Ave-NE,-Seattle,-WA-98125",47.73247,-122.298808,1350.0,8876.0,1949.0,,4.0,1.0,"14314 27th Ave NE, Seattle, WA 98125",Seattle,98125,Single Family,8728d54e0ffffff,59
2025-10-22,2150000.0,"8314-28th-Ave-NE,-Seattle,-WA-98115",47.689916,-122.296995,1938.0,3398.0,2025.0,,3.0,1.5,"8314 28th Ave NE, Seattle, WA 98115",Seattle,98115,Single Family,8728d5408ffffff,9
2025-10-22,950000.0,"6968-24th-Ave-SW,-Seattle,-WA-98106",47.539663,-122.362506,2410.0,7700.0,1941.0,,5.0,1.5,"6968 24th Ave SW, Seattle, WA 98106",Seattle,98106,Single Family,8728d5572ffffff,38
2025-10-22,625000.0,"2138-N-130th-St,-Seattle,-WA-98133",47.723439,-122.332489,1320.0,7129.0,1948.0,,3.0,1.5,"2138 N 130th St, Seattle, WA 98133",Seattle,98133,Single Family,8728d5456ffffff,9
2025-10-22,715000.0,"2490-Sw-Webster-St,-Seattle,-WA-98106",47.535694,-122.36508,1270.0,2509.0,2004.0,,3.0,2.5,"2490 Sw Webster St, Seattle, WA 98106",Seattle,98106,Single Family,8728d5572ffffff,38
2025-10-22,661500.0,"4939-Sw-Bruce-St,-Seattle,-WA-98136",47.555069,-122.396773,1390.0,7500.0,1927.0,,5.0,1.0,"4939 Sw Bruce St, Seattle, WA 98136",Seattle,98136,Single Family,8728d5546ffffff,9
2025-10-22,2750000.0,"11259-Arroyo-Beach-Pl-SW,-Seattle,-WA-98146",47.500953,-122.383314,3100.0,26049.0,1954.0,,3.0,1.5,"11259 Arroyo Beach Pl SW, Seattle, WA 98146",Seattle,98146,Single Family,8728d5574ffffff,9
2025-10-23,900000.0,"5946-39th-Ave-SW,-Seattle,-WA-98136",47.548839,-122.38146,2000.0,6450.0,1949.0,,3.0,2.0,"5946 39th Ave SW, Seattle, WA 98136",Seattle,98136,Single Family,8728d5573ffffff,14
2025-10-23,830000.0,"909-29th-Ave-S,-Seattle,-WA-98144",47.594032,-122.295667,1780.0,1514.0,2015.0,,3.0,2.5,"909 29th Ave S, Seattle, WA 98144",Seattle,98144,Single Family,8728d5425ffffff,9
2025-10-23,1421525.0,"6847-18th-Ave-NE,-Seattle,-WA-98115",47.679043,-122.309107,2050.0,4590.0,1925.0,,5.0,1.0,"6847 18th Ave NE, Seattle, WA 98115",Seattle,98115,Single Family,8728d5408ffffff,9
2025-10-23,630000.0,"13726-23rd-Ave-NE,-Seattle,-WA-98125",47.729199,-122.304354,800.0,7800.0,1946.0,,2.0,1.0,"13726 23rd Ave NE, Seattle, WA 98125",Seattle,98125,Single Family,8728d54e5ffffff,9
2025-10-23,680200.0,"9835-60th-Ave-S,-Seattle,-WA-98118",47.512285,-122.258546,1410.0,8475.0,1904.0,,3.0,1.5,"9835 60th Ave S, Seattle, WA 98118",Seattle,98118,Single Family,8728d5500ffffff,38
2025-10-23,1050000.0,"2613-Nw-86th-St,-Seattle,-WA-98117",47.691109,-122.390882,1940.0,2940.0,1987.0,,3.0,2.5,"2613 Nw 86th St, Seattle, WA 98117",Seattle,98117,Single Family,8728d5473ffffff,9
2025-10-23,2750000.0,"7435-Ne-129th-St,-Kirkland,-WA-98034",47.715654,-122.241052,2840.0,61873.0,1953.0,,4.0,2.5,"7435 Ne 129th St, Kirkland, WA 98034",Kirkland,98034,Single Family,8728d541bffffff,59
2025-10-23,1325000.0,"1723-Nw-63rd-St,-Seattle,-WA-98107",47.674325,-122.379929,2061.0,1442.0,2025.0,,3.0,3.0,"1723 Nw 63rd St, Seattle, WA 98107",Seattle,98107,Townhouse,8728d5470ffffff,9
